ZIP,USPS Default State for ZIP,County,ZIP Code Population
95213,CA,San Joaquin County,
95215,CA,San Joaquin County,26032
95219,CA,San Joaquin County,31200
95220,CA,San Joaquin County,7958
95221,CA,Calaveras County,164
95222,CA,Calaveras County,5666
95223,CA,Calaveras County,2934
95223,CA,Alpine County,2934
95224,CA,Calaveras County,265
95225,CA,Calaveras County,1224
95226,CA,Calaveras County,0
95227,CA,San Joaquin County,1036
95228,CA,Calaveras County,4880
95228,CA,Tuolumne County,4880
95229,CA,Calaveras County,
95230,CA,San Joaquin County,495
95230,CA,Stanislaus County,495
95230,CA,Calaveras County,495
95231,CA,San Joaquin County,4339
95232,CA,Calaveras County,151
95233,CA,Calaveras County,204
95234,CA,San Joaquin County,
95236,CA,San Joaquin County,4506
95236,CA,Calaveras County,4506
95237,CA,San Joaquin County,3753
95240,CA,San Joaquin County,50682
95241,CA,San Joaquin County,
95242,CA,San Joaquin County,27860
95245,CA,Calaveras County,3227
95246,CA,Calaveras County,1701
95247,CA,Calaveras County,3682
95248,CA,Calaveras County,66
95249,CA,Calaveras County,4696
95251,CA,Calaveras County,684
95252,CA,Calaveras County,13851
95253,CA,San Joaquin County,526
95254,CA,Calaveras County,316
95255,CA,Calaveras County,1755
95257,CA,Calaveras County,427
95258,CA,San Joaquin County,3868
95267,CA,San Joaquin County,
95269,CA,San Joaquin County,
95301,CA,Merced County,42374
95303,CA,Merced County,876
95304,CA,San Joaquin County,14818
95305,CA,Tuolumne County,203
95306,CA,Mariposa County,869
95307,CA,Stanislaus County,46209
95309,CA,Tuolumne County,0
95310,CA,Tuolumne County,1783
95311,CA,Mariposa County,2282
95311,CA,Tuolumne County,2282
95312,CA,Merced County,193
95313,CA,Stanislaus County,1114
95315,CA,Merced County,13006
95316,CA,Stanislaus County,7594
95316,CA,Merced County,7594
95317,CA,Merced County,936
95318,CA,Mariposa County,572
95319,CA,Stanislaus County,1580
95320,CA,San Joaquin County,13511
95321,CA,Tuolumne County,3870
95321,CA,Mariposa County,3870
95322,CA,Merced County,9013
95322,CA,Stanislaus County,9013
95323,CA,Stanislaus County,1409
95324,CA,Merced County,7862
95324,CA,Stanislaus County,7862
95325,CA,Mariposa County,0
95326,CA,Stanislaus County,10662
95327,CA,Tuolumne County,8799
95328,CA,Stanislaus County,3939
95329,CA,Tuolumne County,2339
95329,CA,Mariposa County,2339
95329,CA,Stanislaus County,2339
95330,CA,San Joaquin County,33015
95333,CA,Merced County,3203
95334,CA,Merced County,17198
95335,CA,Tuolumne County,82
95336,CA,San Joaquin County,49357
95337,CA,San Joaquin County,46157
95338,CA,Mariposa County,10164
95340,CA,Merced County,38045
95341,CA,Merced County,34956
95343,CA,Merced County,
95344,CA,Merced County,
95345,CA,Mariposa County,318
95346,CA,Tuolumne County,807
95347,CA,Tuolumne County,
95348,CA,Merced County,36663
95350,CA,Stanislaus County,55984
95351,CA,Stanislaus County,47232
95352,CA,Stanislaus County,
95353,CA,Stanislaus County,
95354,CA,Stanislaus County,26587
95355,CA,Stanislaus County,60470
95356,CA,Stanislaus County,33025
95357,CA,Stanislaus County,14283
95358,CA,Stanislaus County,30994
95360,CA,Stanislaus County,13690
95360,CA,Merced County,13690
95361,CA,Stanislaus County,35024
95361,CA,San Joaquin County,35024
95363,CA,Stanislaus County,30407
95364,CA,Tuolumne County,0
95365,CA,Merced County,4009
95366,CA,San Joaquin County,18440
95367,CA,Stanislaus County,25303
95367,CA,San Joaquin County,25303
95368,CA,Stanislaus County,14457
95369,CA,Merced County,802
95369,CA,Mariposa County,802
95370,CA,Tuolumne County,28373
95372,CA,Tuolumne County,1825
95373,CA,Tuolumne County,
95374,CA,Merced County,1652
95375,CA,Tuolumne County,65
95376,CA,San Joaquin County,54853
95377,CA,San Joaquin County,36182
95377,CA,Alameda County,36182
95378,CA,San Joaquin County,
95379,CA,Tuolumne County,3821
95380,CA,Stanislaus County,43731
95380,CA,Merced County,43731
95381,CA,Stanislaus County,
95382,CA,Stanislaus County,39320
95383,CA,Tuolumne County,3663
95385,CA,Stanislaus County,671
95385,CA,San Joaquin County,671
95386,CA,Stanislaus County,10410
95387,CA,Stanislaus County,1187
95388,CA,Merced County,13005
95389,CA,Mariposa County,2067
95391,CA,San Joaquin County,25193
95391,CA,Alameda County,25193
95397,CA,Stanislaus County,
95401,CA,Sonoma County,36842
95402,CA,Sonoma County,
95403,CA,Sonoma County,45570
95404,CA,Sonoma County,37317
95405,CA,Sonoma County,22811
95406,CA,Sonoma County,
95407,CA,Sonoma County,42135
95409,CA,Sonoma County,25960
95410,CA,Mendocino County,642
95412,CA,Sonoma County,227
95415,CA,Mendocino County,1296
95416,CA,Sonoma County,
95417,CA,Mendocino County,208
95418,CA,Mendocino County,
95419,CA,Sonoma County,160
95420,CA,Mendocino County,349
95421,CA,Sonoma County,1453
95422,CA,Lake County,17101
95423,CA,Lake County,3432
95424,CA,Lake County,
95425,CA,Sonoma County,11410
95426,CA,Lake County,1265
95427,CA,Mendocino County,609
95428,CA,Mendocino County,2667
95429,CA,Mendocino County,108
95430,CA,Sonoma County,0
95431,CA,Sonoma County,47
95432,CA,Mendocino County,771
95433,CA,Sonoma County,
95435,CA,Lake County,340
95436,CA,Sonoma County,5999
95437,CA,Mendocino County,15106
95439,CA,Sonoma County,708
95441,CA,Sonoma County,1842
95442,CA,Sonoma County,2986
95443,CA,Lake County,70
95444,CA,Sonoma County,748
95445,CA,Mendocino County,2102
95445,CA,Sonoma County,2102
95446,CA,Sonoma County,4808
95448,CA,Sonoma County,15868
95449,CA,Mendocino County,1828
95450,CA,Sonoma County,215
95451,CA,Lake County,12793
95452,CA,Sonoma County,1388
95453,CA,Lake County,11888
95454,CA,Mendocino County,1676
95456,CA,Mendocino County,965
95457,CA,Lake County,3036
95458,CA,Lake County,3365
95459,CA,Mendocino County,718
95460,CA,Mendocino County,2144
95461,CA,Lake County,3720
95461,CA,Napa County,3720
95461,CA,Sonoma County,3720
95462,CA,Sonoma County,1122
95463,CA,Mendocino County,14
95464,CA,Lake County,2417
95465,CA,Sonoma County,1154
95466,CA,Mendocino County,582
95467,CA,Lake County,5721
95468,CA,Mendocino County,1992
95469,CA,Mendocino County,1503
95469,CA,Lake County,1503
95470,CA,Mendocino County,6122
95471,CA,Sonoma County,604
95472,CA,Sonoma County,28588
95473,CA,Sonoma County,
95476,CA,Sonoma County,35139
95476,CA,Napa County,35139
95480,CA,Sonoma County,9
95481,CA,Mendocino County,
95482,CA,Mendocino County,33396
95485,CA,Lake County,2900
95486,CA,Sonoma County,15
95487,CA,Sonoma County,
95488,CA,Mendocino County,309
95490,CA,Mendocino County,14627
95492,CA,Sonoma County,27455
95493,CA,Lake County,91
95494,CA,Mendocino County,169
95497,CA,Sonoma County,1200
95501,CA,Humboldt County,22972
95502,CA,Humboldt County,
95503,CA,Humboldt County,24442
95511,CA,Humboldt County,77
95514,CA,Humboldt County,81
95518,CA,Humboldt County,
95519,CA,Humboldt County,18792
95521,CA,Humboldt County,21684
95524,CA,Humboldt County,1770
95525,CA,Humboldt County,1443
95526,CA,Humboldt County,887
95526,CA,Trinity County,887
95527,CA,Trinity County,708
95528,CA,Humboldt County,1415
95531,CA,Del Norte County,22491
95532,CA,Del Norte County,
95534,CA,Humboldt County,
95536,CA,Humboldt County,3360
95537,CA,Humboldt County,512
95538,CA,Del Norte County,1065
95540,CA,Humboldt County,14641
95542,CA,Humboldt County,2831
95542,CA,Mendocino County,2831
95542,CA,Trinity County,2831
95543,CA,Del Norte County,401
95545,CA,Humboldt County,335
95546,CA,Humboldt County,2436
95547,CA,Humboldt County,1144
95548,CA,Del Norte County,934
95549,CA,Humboldt County,1090
95550,CA,Humboldt County,206
95551,CA,Humboldt County,1870
95552,CA,Trinity County,433
95553,CA,Humboldt County,734
95554,CA,Humboldt County,352
95555,CA,Humboldt County,349
95556,CA,Humboldt County,854
95558,CA,Humboldt County,244
95559,CA,Humboldt County,0
95560,CA,Humboldt County,1350
95562,CA,Humboldt County,3384
95563,CA,Trinity County,584
95564,CA,Humboldt County,477
95565,CA,Humboldt County,891
95567,CA,Del Norte County,2349
95568,CA,Siskiyou County,201
95568,CA,Humboldt County,201
95569,CA,Humboldt County,190
95570,CA,Humboldt County,2480
95571,CA,Humboldt County,112
95573,CA,Humboldt County,990
95585,CA,Mendocino County,598
95587,CA,Humboldt County,0
95587,CA,Mendocino County,0
95589,CA,Humboldt County,1467
95589,CA,Mendocino County,1467
95595,CA,Trinity County,307
95601,CA,Amador County,358
95602,CA,Placer County,19248
95602,CA,Nevada County,19248
95603,CA,Placer County,28195
95604,CA,Placer County,24
95605,CA,Yolo County,14711
95606,CA,Yolo County,230
95607,CA,Yolo County,271
95608,CA,Sacramento County,63052
95609,CA,Sacramento County,
95610,CA,Sacramento County,46759
95611,CA,Sacramento County,
95612,CA,Yolo County,1519
95613,CA,El Dorado County,0
95614,CA,El Dorado County,4504
95615,CA,Sacramento County,978
95615,CA,Yolo County,978
95616,CA,Yolo County,51863
95616,CA,Solano County,51863
95617,CA,Yolo County,
95618,CA,Yolo County,27007
95618,CA,Solano County,27007
95619,CA,El Dorado County,6362
95620,CA,Solano County,22367
95620,CA,Yolo County,22367
95621,CA,Sacramento County,41747
95623,CA,El Dorado County,4725
95624,CA,Sacramento County,68036
95625,CA,Solano County,248
95626,CA,Sacramento County,4974
95626,CA,Placer County,4974
95626,CA,Sutter County,4974
95627,CA,Yolo County,3935
95628,CA,Sacramento County,43783
95629,CA,Amador County,1047
95629,CA,El Dorado County,1047
95630,CA,Sacramento County,77952
95631,CA,Placer County,6934
95632,CA,Sacramento County,31889
95632,CA,San Joaquin County,31889
95633,CA,El Dorado County,2653
95634,CA,El Dorado County,3792
95635,CA,El Dorado County,1424
95636,CA,El Dorado County,1387
95637,CA,Yolo County,374
95638,CA,Sacramento County,2295
95639,CA,Sacramento County,286
95640,CA,Amador County,12811
95641,CA,Sacramento County,2086
95642,CA,Amador County,7350
95645,CA,Sutter County,1363
95645,CA,Colusa County,1363
95645,CA,Yolo County,1363
95646,CA,Amador County,406
95648,CA,Placer County,56597
95650,CA,Placer County,13314
95651,CA,El Dorado County,623
95652,CA,Sacramento County,1665
95653,CA,Yolo County,682
95654,CA,Amador County,
95655,CA,Sacramento County,5029
95656,CA,El Dorado County,
95658,CA,Placer County,6197
95659,CA,Sutter County,673
95660,CA,Sacramento County,35668
95661,CA,Placer County,32599
95662,CA,Sacramento County,31895
95663,CA,Placer County,3126
95664,CA,El Dorado County,1261
95665,CA,Amador County,4903
95666,CA,Amador County,6089
95666,CA,El Dorado County,6089
95667,CA,El Dorado County,36286
95668,CA,Sutter County,540
95668,CA,Placer County,540
95669,CA,Amador County,2359
95670,CA,Sacramento County,59314
95671,CA,Sacramento County,4188
95672,CA,El Dorado County,5630
95673,CA,Sacramento County,16935
95674,CA,Sutter County,992
95675,CA,Amador County,345
95676,CA,Sutter County,91
95677,CA,Placer County,28873
95678,CA,Placer County,45744
95678,CA,Sacramento County,45744
95679,CA,Yolo County,113
95680,CA,Sacramento County,10
95681,CA,Placer County,1525
95682,CA,El Dorado County,29249
95683,CA,Sacramento County,6128
95684,CA,El Dorado County,2637
95685,CA,Amador County,4611
95686,CA,San Joaquin County,1123
95687,CA,Solano County,69741
95688,CA,Solano County,39216
95689,CA,Amador County,1065
95690,CA,Sacramento County,1793
95690,CA,Solano County,1793
95690,CA,San Joaquin County,1793
95691,CA,Yolo County,39894
95692,CA,Yuba County,4966
95692,CA,Sutter County,4966
95693,CA,Sacramento County,7623
95694,CA,Yolo County,10156
95694,CA,Solano County,10156
95695,CA,Yolo County,38787
95696,CA,Solano County,
95697,CA,Yolo County,264
95698,CA,Yolo County,255
95699,CA,Amador County,86
95701,CA,Placer County,1077
95703,CA,Placer County,2099
95709,CA,El Dorado County,5844
95712,CA,Nevada County,
95713,CA,Placer County,10471
95714,CA,Placer County,383
95715,CA,Placer County,85
95717,CA,Placer County,111
95720,CA,El Dorado County,52
95721,CA,El Dorado County,0
95722,CA,Placer County,4439
95724,CA,Nevada County,
95726,CA,El Dorado County,8229
95728,CA,Nevada County,593
95728,CA,Placer County,593
95735,CA,El Dorado County,54
95736,CA,Placer County,187
95741,CA,Sacramento County,
95742,CA,Sacramento County,16287
95746,CA,Placer County,22549
95747,CA,Placer County,78987
95757,CA,Sacramento County,54535
95758,CA,Sacramento County,65999
95759,CA,Sacramento County,
95762,CA,El Dorado County,47262
95763,CA,Sacramento County,
95765,CA,Placer County,43225
95776,CA,Yolo County,27189
95798,CA,Yolo County,
95799,CA,Yolo County,
95811,CA,Sacramento County,8487
95812,CA,Sacramento County,
95813,CA,Sacramento County,
95814,CA,Sacramento County,12355
95815,CA,Sacramento County,26511
95816,CA,Sacramento County,19079
95817,CA,Sacramento County,14123
95818,CA,Sacramento County,22798
95819,CA,Sacramento County,20173
95820,CA,Sacramento County,35359
95821,CA,Sacramento County,38372
95822,CA,Sacramento County,46269
95823,CA,Sacramento County,83254
95824,CA,Sacramento County,32432
95825,CA,Sacramento County,37077
95826,CA,Sacramento County,40500
95827,CA,Sacramento County,21032
95828,CA,Sacramento County,60532
95829,CA,Sacramento County,31370
95830,CA,Sacramento County,592
95831,CA,Sacramento County,44366
95832,CA,Sacramento County,12973
95833,CA,Sacramento County,40205
95834,CA,Sacramento County,35062
95835,CA,Sacramento County,41678
95836,CA,Sutter County,
95837,CA,Sacramento County,263
95837,CA,Sutter County,263
95838,CA,Sacramento County,40295
95840,CA,Sacramento County,
95841,CA,Sacramento County,21232
95842,CA,Sacramento County,35031
95843,CA,Sacramento County,48321
95851,CA,Sacramento County,
95852,CA,Sacramento County,
95853,CA,Sacramento County,
95860,CA,Sacramento County,
95864,CA,Sacramento County,25137
95865,CA,Sacramento County,
95866,CA,Sacramento County,
95867,CA,Sacramento County,
95894,CA,Sacramento County,
95901,CA,Yuba County,36807
95901,CA,Butte County,36807
95903,CA,Yuba County,2072
95910,CA,Sierra County,35
95912,CA,Colusa County,5048
95912,CA,Yolo County,5048
95913,CA,Glenn County,266
95914,CA,Butte County,459
95914,CA,Yuba County,459
95915,CA,Plumas County,0
95916,CA,Butte County,765
95917,CA,Butte County,3561
95918,CA,Yuba County,1842
95919,CA,Yuba County,1110
95920,CA,Glenn County,171
95922,CA,Yuba County,495
95922,CA,Sierra County,495
95923,CA,Plumas County,60
95924,CA,Nevada County,
95925,CA,Yuba County,219
95926,CA,Butte County,42143
95927,CA,Butte County,
95928,CA,Butte County,37533
95929,CA,Butte County,0
95930,CA,Butte County,412
95930,CA,Yuba County,412
95932,CA,Colusa County,7672
95934,CA,Plumas County,57
95935,CA,Yuba County,564
95936,CA,Sierra County,191
95937,CA,Yolo County,996
95938,CA,Butte County,4327
95939,CA,Glenn County,323
95939,CA,Colusa County,323
95940,CA,Butte County,
95941,CA,Butte County,342
95941,CA,Yuba County,342
95942,CA,Butte County,2190
95943,CA,Glenn County,536
95944,CA,Sierra County,91
95945,CA,Nevada County,27675
95946,CA,Nevada County,9448
95947,CA,Plumas County,1105
95948,CA,Butte County,11118
95948,CA,Sutter County,11118
95949,CA,Nevada County,20709
95950,CA,Colusa County,452
95951,CA,Glenn County,2743
95953,CA,Sutter County,10945
95954,CA,Butte County,8488
95955,CA,Colusa County,1311
95956,CA,Plumas County,486
95957,CA,Sutter County,770
95957,CA,Colusa County,770
95958,CA,Butte County,0
95959,CA,Nevada County,18017
95960,CA,Nevada County,568
95960,CA,Sierra County,568
95960,CA,Yuba County,568
95961,CA,Yuba County,33439
95962,CA,Yuba County,1136
95963,CA,Glenn County,16483
95963,CA,Tehama County,16483
95965,CA,Butte County,20854
95966,CA,Butte County,29335
95966,CA,Yuba County,29335
95967,CA,Butte County,
95968,CA,Butte County,1346
95969,CA,Butte County,7804
95970,CA,Glenn County,494
95970,CA,Colusa County,494
95971,CA,Plumas County,6288
95972,CA,Yuba County,0
95973,CA,Butte County,37977
95973,CA,Tehama County,37977
95974,CA,Butte County,93
95975,CA,Nevada County,1615
95976,CA,Butte County,
95977,CA,Nevada County,1738
95977,CA,Yuba County,1738
95978,CA,Butte County,283
95979,CA,Colusa County,475
95980,CA,Plumas County,
95981,CA,Yuba County,60
95981,CA,Plumas County,60
95982,CA,Sutter County,2971
95983,CA,Plumas County,360
95984,CA,Plumas County,209
95986,CA,Nevada County,110
95987,CA,Colusa County,6489
95988,CA,Glenn County,9060
95988,CA,Colusa County,9060
95991,CA,Sutter County,42490
95992,CA,Sutter County,
95993,CA,Sutter County,38957
96001,CA,Shasta County,34109
96002,CA,Shasta County,34023
96003,CA,Shasta County,44068
96006,CA,Modoc County,513
96007,CA,Shasta County,25009
96007,CA,Tehama County,25009
96008,CA,Shasta County,1086
96009,CA,Lassen County,380
96010,CA,Trinity County,119
96011,CA,Shasta County,157
96013,CA,Shasta County,3929
96014,CA,Siskiyou County,285
96015,CA,Modoc County,523
96016,CA,Shasta County,297
96017,CA,Shasta County,132
96019,CA,Shasta County,10413
96020,CA,Plumas County,2404
96021,CA,Tehama County,15076
96022,CA,Tehama County,16497
96022,CA,Shasta County,16497
96023,CA,Siskiyou County,1128
96024,CA,Trinity County,1029
96025,CA,Siskiyou County,2150
96025,CA,Shasta County,2150
96027,CA,Siskiyou County,1872
96028,CA,Shasta County,1667
96029,CA,Tehama County,117
96031,CA,Siskiyou County,70
96032,CA,Siskiyou County,2629
96033,CA,Shasta County,245
96034,CA,Siskiyou County,325
96035,CA,Tehama County,3968
96037,CA,Siskiyou County,131
96038,CA,Siskiyou County,399
96039,CA,Siskiyou County,647
96040,CA,Shasta County,88
96041,CA,Trinity County,3413
96044,CA,Siskiyou County,1181
96046,CA,Trinity County,410
96047,CA,Shasta County,857
96048,CA,Trinity County,1197
96049,CA,Shasta County,
96050,CA,Siskiyou County,369
96051,CA,Shasta County,885
96052,CA,Trinity County,2817
96054,CA,Modoc County,242
96055,CA,Tehama County,3404
96056,CA,Shasta County,1535
96056,CA,Lassen County,1535
96056,CA,Modoc County,1535
96057,CA,Siskiyou County,1076
96058,CA,Siskiyou County,706
96059,CA,Tehama County,731
96059,CA,Shasta County,731
96061,CA,Tehama County,38
96062,CA,Shasta County,1074
96063,CA,Tehama County,107
96064,CA,Siskiyou County,4696
96065,CA,Shasta County,346
96067,CA,Siskiyou County,7800
96068,CA,Lassen County,152
96069,CA,Shasta County,1371
96071,CA,Shasta County,17
96073,CA,Shasta County,5633
96074,CA,Tehama County,225
96075,CA,Tehama County,330
96076,CA,Trinity County,140
96076,CA,Shasta County,140
96076,CA,Tehama County,140
96078,CA,Tehama County,95
96080,CA,Tehama County,31149
96084,CA,Shasta County,760
96085,CA,Siskiyou County,65
96086,CA,Siskiyou County,307
96087,CA,Shasta County,819
96088,CA,Shasta County,4552
96089,CA,Shasta County,
96090,CA,Tehama County,395
96091,CA,Trinity County,761
96092,CA,Tehama County,511
96093,CA,Trinity County,3626
96094,CA,Siskiyou County,6674
96095,CA,Shasta County,
96096,CA,Shasta County,717
96097,CA,Siskiyou County,10220
96099,CA,Shasta County,
96101,CA,Modoc County,4868
96103,CA,Plumas County,1301
96104,CA,Modoc County,883
96105,CA,Plumas County,493
96106,CA,Plumas County,359
96107,CA,Mono County,668
96108,CA,Modoc County,103
96109,CA,Lassen County,1182
96110,CA,Modoc County,82
96111,CA,Nevada County,22
96112,CA,Modoc County,172
96113,CA,Lassen County,2310
96114,CA,Lassen County,2797
96114,CA,Plumas County,2797
96115,CA,Modoc County,109
96116,CA,Modoc County,0
96117,CA,Lassen County,249
96118,CA,Sierra County,1492
96119,CA,Lassen County,28
96120,CA,Alpine County,1273
96121,CA,Lassen County,169
96122,CA,Plumas County,4492
96123,CA,Lassen County,77
96124,CA,Sierra County,253
96125,CA,Sierra County,226
96126,CA,Sierra County,233
96127,CA,Lassen County,
96128,CA,Lassen County,642
96129,CA,Plumas County,411
96130,CA,Lassen County,20892
96132,CA,Lassen County,17
96133,CA,Mono County,242
96134,CA,Modoc County,2347
96134,CA,Siskiyou County,2347
96135,CA,Plumas County,114
96136,CA,Lassen County,74
96137,CA,Plumas County,2717
96137,CA,Lassen County,2717
96140,CA,Placer County,1099
96141,CA,Placer County,621
96141,CA,El Dorado County,621
96142,CA,El Dorado County,821
96142,CA,Placer County,821
96143,CA,Placer County,2852
96145,CA,Placer County,3291
96146,CA,Placer County,1120
96148,CA,Placer County,462
96150,CA,El Dorado County,29527
96151,CA,El Dorado County,
96155,CA,El Dorado County,0
96158,CA,El Dorado County,
96160,CA,Nevada County,
96161,CA,Nevada County,19231
96161,CA,Placer County,19231
96162,CA,Nevada County,